id,statement,binary_label,subject,speaker
10796.json,Says he raised average family income by 50 percent during his tenure as Arkansas governor.,False,"income,state-budget",mike-huckabee
2925.json,They tried to give us $400 million to build a high-speed train that goes 39 miles an hour.,True,"infrastructure,stimulus,transportation",john-kasich
2903.json,"Says the CBO estimates that fully extending the Bush tax cuts would add 600,000-1.4 million jobs in 2011 and 900,000-2.7 million jobs in 2012.",True,"economy,taxes",national-association-manufacturers
3615.json,"According to David Cay Johnston, the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans pay about 16 percent of their income to federal taxes.",True,"pundits,taxes",chris-hayes
9838.json,"In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.",True,"corporations,taxes",bernie-s
7887.json,Says two-thirds of groups targeted for IRS scrutiny were not conservative.,False,taxes,progress-texas
11407.json,"In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And thats where they first established relationships with the young Vladimir Putin.",False,"foreign-policy,history",ben-carson
1616.json,"Last week the Texas State Board of Education (SBOE), led by Rick Perrys appointee, voted to remove Thomas Jefferson from social studies textbook standards. Thats right. Thomas Jefferson... was deleted from a list of historical figures who inspired political change.",True,education,bill-white
12265.json,"As a U.S. senator with salary and perks, ‪#Bernie‬ is in the top 1 percent, but still paid only 13 percent in taxes last year.",False,"income,taxes",dinesh-dsouza
10663.json,"From 2013-2015, the richest 14 Americans increased their net wealth by more than $157 billion, yet the Republican budget would not require these Americans to contribute one penny to deficit reduction.",True,"federal-budget,taxes,wealth",bernie-s
8147.json,"Says that while Foster was mayor, Rick Kriseman was ineffective in the Florida House of Representatives because there was no legislation that passed the House that had (Krisemans) name on it.",True,"florida,states",bill-foster
3625.json,Says Texas routinely gets a lot more federal spending than it pays in taxes.,True,"federal-budget,pundits,taxes",rachel-maddow
3433.json,Says it has offered $12 million in savings through 2011 and $184 million in savings over the next 25 years in contract negotiations with the City of Milwaukee.,False,"city-budget,labor,state-budget",milwaukee-police-association
7571.json,Says Texas has 11 different felonies you can commit with an oyster.,True,"crime,criminal-justice,food-safety",scott-henson
8998.json,The Redskins Training Camp deal generated $40 million in new private investment in the city.,True,"city-government,job-accomplishments",dwight-jones
3443.json,The GOP budget plan would cut nearly a million jobs.,True,"economy,federal-budget,jobs",organizing-america
10252.json,There are more people living in this country who were not born here than at anytime in the history of the country.,True,immigration,rick-santorum
9393.json,Says Hillary Clinton defended Syrias President Assad as a possible reformer at the start of that countrys civil war.,True,foreign-policy,chris-wallace
4519.json,"The Postal Services financial losses result from a 2006 law that drains $5 billion a year from post office revenue, while the Postal Service is forced to overpay billions more into federal accounts.",True,federal-budget,save-americas-postal-service
11291.json,As many as six federal department budget bills have been delayed because of opposition to amendments that would ban Confederate battle flag sales at federal building gift shops.,True,"congress,federal-budget,history",lloyd-doggett
5110.json,"Shes voted for 60 tax increases, hurting the middle class and small businesses.",False,taxes,rob-cornilles
6147.json,"Now, in the House of Representatives, we have 40 different jobs bills that have passed and almost all of them have been bipartisan.",False,"bipartisanship,jobs",frank-guinta
10548.json,"Sheila Jackson Lee of Texas said: Hey, all you wrinkly, white-aged has-beens: Its time for you to die and let the next generation have your spot on the planet.",False,"candidates-biography,diversity,campaign-advertising",facebook-posts
3110.json,"Republican (small business tax cut) bill spends $80 million for better Google searches, not job creation",False,"small-business,taxes",cory-mason
9294.json,A 2013 state law would allow the operator of an iron ore mine in northern Wisconsin to fill in pristine streams and ponds with mine waste.,True,environment,dan-kaufman
12754.json,America is one of the highest-taxed nations in the world.,False,taxes,donald-trump
10931.json,"Since Republicans took over after the 2010 election, the graduation rate in Wisconsin has gone from 86 percent to 88 percent. The black graduation rate has gone from 60 percent to 65 percent. The Latino graduation rate has gone from 65 percent to 71 percent.",True,education,dale-kooyenga
11513.json,"It has been estimated that nearly 40 percent of all guns sold in America are sold by private, unlicensed sellers either online or through gun shows.",False,guns,terry-mcauliffe
1702.json,"Florida teachers are ""already paid $5,000 below the national average.""",True,education,dan-gelber
4413.json,"Since Rick Perry became governor, Texas has gone from 46th in the country to 50th in the population that graduates from high school.",True,"education,new-hampshire-2012",new-hampshire-democratic-party
10390.json,The streetcar project planned by Mayor Tom Barrett would be a 1900s style trolley.,True,transportation,jim-steineke
3237.json,"Americans, in the last 30 years, have more than doubled the amount of money we are spending per child (on education) and the results have gotten worse, not better.",True,education,michelle-rhee
3695.json,Polls show that Floridians dont want to repeal the Affordable Care Act.,False,"health-care,polls",joe-gibbons
9969.json,Greg Abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue.,False,"crime,ethics",wendy-davis
9835.json,"Under a proposed medical marijuana amendment in Florida, you dont get refills -- you get it forever.",False,"florida-amendments,health-care,marijuana",drug-free-america
1340.json,"A data-storing microchip ""would be implanted in the majority of people who opt to become covered by the public health care option.""",False,"health-care,privacy",chain-email
5047.json,"Enacting the Right-to-Carry Act would amount to expanding the rights of sex offenders, terrorists, child predators, and abusers to carry concealed weapons across state lines.",True,"crime,guns,legal-issues,public-safety",david-cicilline
5740.json,Says the treasurers office has saved $37 million in management costs for the oversight of public investments.,False,government-efficiency,ted-wheeler
6674.json,Says Georgia will send more state money per child to state charter schools and that budget cuts are not applied to those charter schools.,True,education,herb-garrett
10879.json,The Supreme Court cant overrule the other two branchesof government.,False,"history,supreme-court",mike-huckabee
3393.json,Roughly 25% of RI has a criminal record,False,"crime,criminal-justice,jobs,labor,legal-issues",direct-action-rights-equality
9382.json,"Nathan Deal cut the HOPE scholarship program so that literally 100,000 Georgians will not be able to go to college or get technical training that they so badly needed to raise -- you know, give them a chance at a good job.",True,education,peter-shumlin
